dataset,phylo_tp,phylo_fp,phylo_fn,phylo_multi_tp,phylo_multi_fp,phylo_multi_fn,tnet_tp,tnet_fp,tnet_fn,tnet_mul_tp,tnet_mul_fp,tnet_mul_fn,tnet_boot_tp,tnet_boot_fp,tnet_boot_fn
SEIR01_sl500_mr025_nv10_18,3,1,3,3,1,3,3,3,3,3,3,3,4,2,2
SEIR01_sl500_mr025_nv10_19,6,4,2,3,1,5,5,5,3,5,5,3,6,2,2
SEIR01_sl500_mr025_nv10_2,4,1,4,3,0,5,4,4,4,5,3,3,6,1,2
SEIR01_sl500_mr025_nv10_20,14,3,18,25,5,7,23,9,9,27,6,5,25,3,7
SEIR01_sl500_mr025_nv10_3,18,2,3,16,1,5,19,4,2,19,4,2,17,2,4
SEIR01_sl500_mr025_nv10_4,5,0,2,4,1,3,6,2,1,6,2,1,5,1,2
SEIR01_sl500_mr025_nv10_5,3,0,2,2,0,3,4,3,1,4,3,1,2,1,3
SEIR01_sl500_mr025_nv10_6,38,3,15,45,1,8,49,9,4,48,8,5,50,1,3
SEIR01_sl500_mr025_nv10_7,23,6,11,27,1,7,29,8,5,27,10,7,30,3,4
SEIR01_sl500_mr025_nv10_8,13,3,3,8,0,8,14,5,2,14,5,2,16,2,0
SEIR01_sl500_mr025_nv10_9,7,2,2,6,1,3,7,2,2,7,2,2,7,2,2
SIR003_sl1000_mr025_nv10_1,9,1,5,10,3,4,10,4,4,10,4,4,10,4,4
SIR003_sl1000_mr025_nv10_10,8,2,5,11,1,2,9,4,4,11,3,2,12,1,1
SIR003_sl1000_mr025_nv10_11,14,1,16,19,7,11,19,11,11,19,13,11,19,7,11
SIR003_sl1000_mr025_nv10_12,31,2,18,38,4,11,39,11,10,38,10,11,42,5,7
SIR003_sl1000_mr025_nv10_13,3,1,8,4,2,7,6,5,5,4,2,7,5,3,6
SIR003_sl1000_mr025_nv10_14,7,0,8,10,1,5,13,2,2,12,3,3,13,2,2
SIR003_sl1000_mr025_nv10_15,11,2,13,14,1,10,17,7,7,14,7,10,14,2,10
SIR003_sl1000_mr025_nv10_16,7,1,10,10,3,7,11,6,6,12,7,5,11,3,6
SIR003_sl1000_mr025_nv10_17,17,3,6,17,2,6,18,6,5,18,5,5,18,2,5
SIR003_sl1000_mr025_nv10_18,2,0,3,2,0,3,5,0,0,5,0,0,5,0,0
SIR003_sl1000_mr025_nv10_19,10,1,14,12,4,12,19,5,5,17,6,7,17,4,7
SIR003_sl1000_mr025_nv10_2,14,2,5,15,0,4,17,3,2,14,4,5,16,0,3
SIR003_sl1000_mr025_nv10_20,3,1,6,6,1,3,7,2,2,7,2,2,7,2,2
SIR003_sl1000_mr025_nv10_3,19,0,7,19,0,7,20,6,6,21,5,5,19,0,7
SIR003_sl1000_mr025_nv10_4,15,0,16,21,7,10,23,8,8,23,6,8,21,3,10
SIR003_sl1000_mr025_nv10_5,5,1,2,4,0,3,6,1,1,5,2,2,5,1,2
SIR003_sl1000_mr025_nv10_6,13,1,10,15,6,8,16,7,7,17,6,6,15,4,8
SIR003_sl1000_mr025_nv10_7,6,2,10,9,4,7,9,7,7,9,7,7,9,5,7
SIR003_sl1000_mr025_nv10_8,10,0,5,11,1,4,13,2,2,13,2,2,12,2,3
SIR003_sl1000_mr025_nv10_9,14,1,14,15,6,13,19,9,9,19,10,9,17,6,11
SIR003_sl1000_mr05_nv10_1,9,2,8,11,0,6,10,7,7,11,6,6,12,1,5
SIR003_sl1000_mr05_nv10_10,10,0,3,10,0,3,11,2,2,11,2,2,11,1,2
SIR003_sl1000_mr05_nv10_11,17,4,18,22,7,13,24,11,11,22,13,13,23,8,12
SIR003_sl1000_mr05_nv10_12,37,1,18,42,9,13,43,12,12,42,11,13,43,5,12
SIR003_sl1000_mr05_nv10_13,30,1,26,39,10,17,46,10,10,44,9,12,43,7,13
SIR003_sl1000_mr05_nv10_14,7,0,3,9,0,1,10,0,0,10,0,0,9,0,1
SIR003_sl1000_mr05_nv10_15,8,0,5,9,1,4,11,2,2,11,2,2,12,1,1
SIR003_sl1000_mr05_nv10_16,15,1,10,18,5,7,21,5,4,20,6,5,19,4,6
SIR003_sl1000_mr05_nv10_17,5,1,9,6,2,8,7,7,7,7,5,7,6,3,8
SIR003_sl1000_mr05_nv10_18,14,1,9,15,1,8,17,6,6,17,6,6,17,6,6
SIR003_sl1000_mr05_nv10_19,25,5,12,29,1,8,29,9,8,29,9,8,33,2,4
SIR003_sl1000_mr05_nv10_2,10,0,5,11,1,4,14,1,1,14,1,1,14,1,1
SIR003_sl1000_mr05_nv10_20,2,0,7,3,5,6,4,5,5,2,4,7,4,1,5
SIR003_sl1000_mr05_nv10_3,6,0,4,7,1,3,8,2,2,7,2,3,7,1,3
SIR003_sl1000_mr05_nv10_4,9,1,4,9,1,4,11,2,2,11,2,2,11,2,2
SIR003_sl1000_mr05_nv10_5,10,3,36,24,13,22,20,26,26,24,21,22,24,14,22
SIR003_sl1000_mr05_nv10_6,10,1,11,11,2,10,16,5,5,13,8,8,14,5,7
SIR003_sl1000_mr05_nv10_7,17,0,6,19,2,4,20,3,3,19,2,4,20,3,3
SIR003_sl1000_mr05_nv10_8,23,0,23,36,7,10,33,13,13,31,12,15,36,8,10
SIR003_sl1000_mr05_nv10_9,11,0,19,14,6,16,16,14,14,15,5,15,15,5,15
SIR003_sl1000_mr05_nv20_1,19,0,16,27,5,8,26,9,9,27,7,8,27,5,8
SIR003_sl1000_mr05_nv20_10,38,0,14,42,7,10,43,9,9,43,7,9,41,4,11
SIR003_sl1000_mr05_nv20_11,2,0,3,2,0,3,2,3,3,2,1,3,2,1,3
SIR003_sl1000_mr05_nv20_12,28,5,27,39,11,16,37,18,18,37,15,18,41,8,14
SIR003_sl1000_mr05_nv20_13,32,1,22,35,11,19,41,13,13,39,12,15,36,6,18
SIR003_sl1000_mr05_nv20_14,9,0,1,9,0,1,10,0,0,9,1,1,9,0,1
SIR003_sl1000_mr05_nv20_15,13,2,6,13,3,6,14,5,5,14,5,5,14,4,5
SIR003_sl1000_mr05_nv20_16,27,2,16,30,4,13,31,13,12,30,11,13,30,4,13
SIR003_sl1000_mr05_nv20_17,28,2,22,34,12,16,34,17,16,33,13,17,36,9,14
SIR003_sl1000_mr05_nv20_18,21,0,17,26,7,12,29,9,9,27,8,11,24,9,14
SIR003_sl1000_mr05_nv20_19,21,0,16,28,5,9,28,9,9,28,9,9,29,8,8
SIR003_sl1000_mr05_nv20_2,26,3,23,34,6,15,35,15,14,35,12,14,34,6,15
SIR003_sl1000_mr05_nv20_20,5,0,2,6,1,1,6,1,1,6,1,1,6,1,1
SIR003_sl1000_mr05_nv20_3,7,0,6,8,2,5,9,4,4,9,4,4,8,3,5
SIR003_sl1000_mr05_nv20_4,19,1,13,23,3,9,27,5,5,27,5,5,26,3,6
SIR003_sl1000_mr05_nv20_5,15,2,9,16,2,8,16,8,8,16,3,8,16,5,8
SIR003_sl1000_mr05_nv20_6,9,1,5,11,2,3,10,4,4,10,3,4,11,3,3
SIR003_sl1000_mr05_nv20_7,7,2,5,8,2,4,10,3,2,10,3,2,10,2,2
SIR003_sl1000_mr05_nv20_8,14,2,13,17,6,10,17,10,10,17,8,10,18,7,9
SIR003_sl1000_mr05_nv20_9,25,4,15,30,7,10,29,11,11,30,10,10,32,6,8
SIR003_sl1000_mr05_nv5_1,15,1,20,22,8,13,24,12,11,25,11,10,26,6,9
SIR003_sl1000_mr05_nv5_10,21,0,20,27,5,14,33,8,8,33,7,8,28,5,13
SIR003_sl1000_mr05_nv5_11,26,3,36,36,8,26,41,21,21,42,12,20,37,6,25
SIR003_sl1000_mr05_nv5_12,5,0,1,4,0,2,6,0,0,6,0,0,4,1,2
SIR003_sl1000_mr05_nv5_13,6,0,5,4,1,7,10,2,1,10,2,1,6,1,5
SIR003_sl1000_mr05_nv5_14,12,1,17,17,4,12,20,9,9,19,10,10,17,1,12
SIR003_sl1000_mr05_nv5_15,27,0,35,39,8,23,48,14,14,51,12,11,46,9,16
SIR003_sl1000_mr05_nv5_16,1,0,5,2,1,4,4,2,2,4,2,2,5,1,1
SIR003_sl1000_mr05_nv5_17,16,0,32,26,13,22,29,19,19,30,17,18,25,9,23
SIR003_sl1000_mr05_nv5_18,7,0,9,8,3,8,12,4,4,12,4,4,12,4,4
SIR003_sl1000_mr05_nv5_19,13,3,21,17,7,17,19,16,15,18,14,16,21,7,13
SIR003_sl1000_mr05_nv5_2,3,2,9,5,4,7,7,5,5,8,4,4,8,4,4
SIR003_sl1000_mr05_nv5_20,6,0,7,5,0,8,10,3,3,10,3,3,10,2,3
SIR003_sl1000_mr05_nv5_3,3,0,5,5,1,3,5,3,3,6,2,2,5,1,3
SIR003_sl1000_mr05_nv5_4,11,0,3,11,0,3,12,2,2,11,1,3,11,0,3
SIR003_sl1000_mr05_nv5_5,5,0,6,5,0,6,9,2,2,8,1,3,5,1,6
SIR003_sl1000_mr05_nv5_6,3,1,8,4,3,7,5,6,6,5,5,6,5,2,6
SIR003_sl1000_mr05_nv5_7,29,1,45,38,19,36,42,33,32,42,25,32,39,9,35
SIR003_sl1000_mr05_nv5_8,8,1,17,15,2,10,12,14,13,11,9,14,15,3,10
SIR003_sl1000_mr05_nv5_9,10,4,14,13,2,11,13,13,11,13,11,11,13,3,11
SIR003_sl1000_mr1_nv10_1,8,0,9,13,3,4,12,5,5,13,4,4,14,3,3
SIR003_sl1000_mr1_nv10_10,5,3,6,6,2,5,5,6,6,5,4,6,7,2,4
SIR003_sl1000_mr1_nv10_11,6,0,4,6,2,4,7,3,3,7,3,3,7,2,3
SIR003_sl1000_mr1_nv10_12,12,1,15,12,5,15,16,13,11,16,11,11,16,4,11
SIR003_sl1000_mr1_nv10_13,1,4,5,4,1,2,1,5,5,1,5,5,5,1,1
SIR003_sl1000_mr1_nv10_14,20,1,16,27,6,9,27,9,9,26,8,10,27,7,9
SIR003_sl1000_mr1_nv10_15,4,2,7,7,2,4,7,4,4,7,4,4,9,2,2
SIR003_sl1000_mr1_nv10_16,10,3,10,10,2,10,11,10,9,10,7,10,10,3,10
SIR003_sl1000_mr1_nv10_17,17,2,15,20,1,12,24,8,8,24,8,8,22,3,10
SIR003_sl1000_mr1_nv10_18,15,0,18,19,5,14,24,9,9,24,7,9,22,5,11
SIR003_sl1000_mr1_nv10_19,31,0,33,39,15,25,42,22,22,40,23,24,38,13,26
SIR003_sl1000_mr1_nv10_2,27,5,36,39,16,24,44,20,19,43,18,20,42,13,21
SIR003_sl1000_mr1_nv10_20,36,2,33,46,10,23,45,24,24,47,22,22,48,8,21
SIR003_sl1000_mr1_nv10_3,14,1,9,18,2,5,17,6,6,18,5,5,19,2,4
SIR003_sl1000_mr1_nv10_4,18,0,11,21,4,8,21,8,8,22,6,7,22,3,7
SIR003_sl1000_mr1_nv10_5,5,0,4,4,0,5,5,4,4,5,1,4,4,0,5
SIR003_sl1000_mr1_nv10_6,17,0,13,20,7,10,22,8,8,22,6,8,21,7,9
SIR003_sl1000_mr1_nv10_7,5,0,3,6,2,2,5,3,3,6,2,2,6,2,2
SIR003_sl1000_mr1_nv10_8,21,1,14,21,9,14,25,10,10,25,8,10,24,6,11
SIR003_sl1000_mr1_nv10_9,6,0,3,5,0,4,8,1,1,6,3,3,5,0,4
SIR003_sl250_mr05_nv10_1,17,8,15,16,5,16,20,16,12,20,16,12,21,8,11
SIR003_sl250_mr05_nv10_10,9,4,10,8,3,11,11,10,8,11,10,8,13,3,6
SIR003_sl250_mr05_nv10_11,3,4,9,3,0,9,7,8,5,5,7,7,6,3,6
SIR003_sl250_mr05_nv10_12,6,2,7,6,1,7,8,6,5,7,6,6,7,3,6
SIR003_sl250_mr05_nv10_13,0,2,7,1,0,6,1,7,6,2,6,5,1,1,6
SIR003_sl250_mr05_nv10_14,4,1,4,5,0,3,6,2,2,6,2,2,8,1,0
SIR003_sl250_mr05_nv10_15,4,0,4,2,0,6,7,1,1,7,1,1,6,2,2
SIR003_sl250_mr05_nv10_16,5,2,6,5,1,6,6,6,5,7,5,4,8,1,3
SIR003_sl250_mr05_nv10_17,25,10,20,22,6,23,30,18,15,28,20,17,33,4,12
SIR003_sl250_mr05_nv10_18,13,4,14,7,1,20,17,10,10,17,8,10,13,5,14
SIR003_sl250_mr05_nv10_19,6,6,19,8,6,17,10,20,15,8,22,17,8,7,17
SIR003_sl250_mr05_nv10_2,10,6,4,12,0,2,10,4,4,10,4,4,13,0,1
SIR003_sl250_mr05_nv10_20,16,10,25,16,2,25,26,20,15,27,19,14,22,4,19
SIR003_sl250_mr05_nv10_3,14,2,8,14,2,8,18,4,4,18,4,4,18,2,4
SIR003_sl250_mr05_nv10_4,8,1,4,4,1,8,10,3,2,10,3,2,9,2,3
SIR003_sl250_mr05_nv10_5,14,5,8,12,1,10,17,5,5,16,7,6,15,2,7
SIR003_sl250_mr05_nv10_6,18,5,15,18,2,15,25,9,8,23,10,10,23,6,10
SIR003_sl250_mr05_nv10_7,18,12,28,20,5,26,24,30,22,24,29,22,24,8,22
SIR003_sl250_mr05_nv10_8,7,2,10,7,1,10,10,8,7,10,8,7,12,2,5
SIR003_sl250_mr05_nv10_9,3,2,6,1,1,8,4,7,5,3,8,6,5,3,4
SIR003_sl500_mr05_nv10_1,4,1,3,4,1,3,6,1,1,5,2,2,5,1,2
SIR003_sl500_mr05_nv10_10,12,1,27,18,6,21,21,19,18,24,14,15,21,3,18
SIR003_sl500_mr05_nv10_11,1,0,5,2,0,4,5,1,1,5,1,1,4,1,2
SIR003_sl500_mr05_nv10_12,14,3,12,14,8,12,18,10,8,17,9,9,19,5,7
SIR003_sl500_mr05_nv10_13,27,2,21,33,7,15,34,14,14,33,11,15,34,8,14
SIR003_sl500_mr05_nv10_14,17,4,16,18,4,15,22,11,11,21,9,12,20,4,13
SIR003_sl500_mr05_nv10_15,14,0,5,13,1,6,16,3,3,16,3,3,14,2,5
SIR003_sl500_mr05_nv10_16,3,3,9,7,3,5,6,7,6,7,7,5,7,5,5
SIR003_sl500_mr05_nv10_17,5,1,5,7,1,3,7,4,3,7,4,3,8,2,2
SIR003_sl500_mr05_nv10_18,8,0,5,8,0,5,11,2,2,11,2,2,12,1,1
SIR003_sl500_mr05_nv10_19,31,10,29,43,7,17,38,22,22,35,22,25,43,7,17
SIR003_sl500_mr05_nv10_2,23,1,11,25,2,9,27,7,7,26,8,8,25,2,9
SIR003_sl500_mr05_nv10_20,3,0,5,4,2,4,5,3,3,4,4,4,5,3,3
SIR003_sl500_mr05_nv10_3,21,3,8,21,3,8,22,7,7,22,7,7,23,3,6
SIR003_sl500_mr05_nv10_4,14,1,12,15,2,11,18,9,8,18,7,8,17,2,9
SIR003_sl500_mr05_nv10_5,8,0,2,6,0,4,9,1,1,9,1,1,6,0,4
SIR003_sl500_mr05_nv10_6,10,1,11,13,2,8,16,5,5,16,5,5,13,2,8
SIR003_sl500_mr05_nv10_7,12,5,6,13,0,5,14,7,4,14,7,4,14,2,4
SIR003_sl500_mr05_nv10_8,7,2,8,7,1,8,9,6,6,12,3,3,11,1,4
SIR003_sl500_mr05_nv10_9,3,0,4,3,0,4,6,1,1,6,1,1,6,1,1
SIR01_sl1000_mr075_nv10_1,32,1,25,39,6,18,47,10,10,49,8,8,48,6,9
SIR01_sl1000_mr075_nv10_10,4,0,4,7,0,1,6,2,2,6,2,2,8,0,0
SIR01_sl1000_mr075_nv10_11,5,0,2,5,0,2,7,0,0,7,0,0,6,0,1
SIR01_sl1000_mr075_nv10_12,19,1,11,18,0,12,25,5,5,25,3,5,25,2,5
SIR01_sl1000_mr075_nv10_13,4,0,10,6,4,8,9,5,5,9,5,5,9,3,5
SIR01_sl1000_mr075_nv10_14,4,0,3,4,1,3,4,3,3,4,3,3,5,1,2
SIR01_sl1000_mr075_nv10_15,4,0,2,3,0,3,5,1,1,5,1,1,4,1,2
SIR01_sl1000_mr075_nv10_16,10,1,8,10,3,8,16,3,2,16,3,2,15,4,3
SIR01_sl1000_mr075_nv10_17,32,2,39,39,11,32,52,20,19,47,18,24,41,12,30
SIR01_sl1000_mr075_nv10_18,9,0,2,9,1,2,10,1,1,9,2,2,9,2,2
SIR01_sl1000_mr075_nv10_19,3,0,8,3,4,8,4,7,7,5,4,6,3,1,8
SIR01_sl1000_mr075_nv10_2,6,0,5,5,0,6,6,5,5,6,3,5,7,2,4
SIR01_sl1000_mr075_nv10_20,15,1,15,18,10,12,18,14,12,19,9,11,20,7,10
SIR01_sl1000_mr075_nv10_3,4,0,7,6,5,5,6,5,5,5,4,6,6,3,5
SIR01_sl1000_mr075_nv10_4,18,2,20,26,3,12,31,8,7,31,8,7,35,3,3
SIR01_sl1000_mr075_nv10_5,38,2,26,50,6,14,48,18,16,48,12,16,49,6,15
SIR01_sl1000_mr075_nv10_6,2,0,6,2,1,6,6,2,2,6,2,2,6,2,2
SIR01_sl1000_mr075_nv10_7,15,0,9,22,1,2,20,4,4,20,4,4,22,1,2
SIR01_sl1000_mr075_nv10_8,7,0,9,10,1,6,10,6,6,10,3,6,10,1,6
SIR01_sl1000_mr075_nv10_9,14,0,13,15,5,12,18,9,9,17,7,10,17,6,10
SIR01_sl1000_mr15_nv10_10,18,2,14,17,5,15,24,8,8,24,8,8,21,7,11
SIR01_sl1000_mr15_nv10_11,6,0,6,6,0,6,8,4,4,7,2,5,7,2,5
SIR01_sl1000_mr15_nv10_12,9,0,15,13,4,11,17,7,7,18,6,6,14,4,10
SIR01_sl1000_mr15_nv10_14,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0
SIR01_sl1000_mr15_nv10_15,9,2,29,21,10,17,21,18,17,18,18,20,23,10,15
SIR01_sl1000_mr15_nv10_16,4,0,3,4,0,3,6,1,1,6,1,1,6,1,1
SIR01_sl1000_mr15_nv10_17,11,0,9,16,0,4,18,2,2,17,3,3,16,0,4
SIR01_sl1000_mr15_nv10_18,39,0,30,46,13,23,48,23,21,51,20,18,47,7,22
SIR01_sl1000_mr15_nv10_19,6,0,3,6,0,3,8,1,1,8,1,1,8,0,1
SIR01_sl1000_mr15_nv10_20,6,3,3,7,1,2,7,2,2,7,2,2,7,2,2
SIR01_sl1000_mr15_nv10_3,40,3,19,47,4,12,45,16,14,47,9,12,48,4,11
SIR01_sl1000_mr15_nv10_5,6,0,4,7,0,3,9,1,1,9,1,1,7,0,3
SIR01_sl1000_mr15_nv10_6,2,1,5,5,0,2,7,0,0,7,0,0,6,0,1
SIR01_sl1000_mr15_nv10_7,27,1,23,34,3,16,34,16,16,36,9,14,34,3,16
SIR01_sl1000_mr15_nv10_8,6,0,4,3,1,7,7,3,3,8,2,2,8,2,2
SIR01_sl1000_mr15_nv10_9,6,0,15,12,3,9,15,6,6,14,7,7,15,6,6
SIR01_sl1000_mr15_nv20_1,16,2,16,25,4,7,23,9,9,23,7,9,25,6,7
SIR01_sl1000_mr15_nv20_10,8,0,5,8,2,5,10,3,3,10,3,3,10,1,3
SIR01_sl1000_mr15_nv20_11,44,3,15,47,6,12,49,11,10,50,10,9,51,6,8
SIR01_sl1000_mr15_nv20_12,7,0,8,7,1,8,9,6,6,9,5,6,9,1,6
SIR01_sl1000_mr15_nv20_13,4,0,2,4,0,2,5,1,1,5,1,1,5,1,1
SIR01_sl1000_mr15_nv20_14,2,2,3,2,2,3,2,3,3,2,3,3,2,3,3
SIR01_sl1000_mr15_nv20_15,4,2,10,7,1,7,6,8,8,6,8,8,7,3,7
SIR01_sl1000_mr15_nv20_16,17,0,4,14,1,7,19,2,2,18,2,3,17,2,4
SIR01_sl1000_mr15_nv20_17,8,0,6,9,1,5,10,4,4,10,4,4,9,2,5
SIR01_sl1000_mr15_nv20_18,25,0,5,23,1,7,28,2,2,27,3,3,26,1,4
SIR01_sl1000_mr15_nv20_19,39,2,12,40,1,11,43,8,8,45,2,6,45,4,6
SIR01_sl1000_mr15_nv20_2,4,0,6,4,0,6,6,4,4,4,1,6,5,1,5
SIR01_sl1000_mr15_nv20_20,9,0,5,11,1,3,11,3,3,11,3,3,12,1,2
SIR01_sl1000_mr15_nv20_3,2,0,3,2,0,3,4,1,1,4,1,1,2,0,3
SIR01_sl1000_mr15_nv20_4,36,1,33,50,11,19,52,17,17,51,15,18,50,7,19
SIR01_sl1000_mr15_nv20_5,5,0,5,6,2,4,7,3,3,7,3,3,7,3,3
SIR01_sl1000_mr15_nv20_6,5,0,3,6,0,2,7,1,1,7,2,1,7,1,1
SIR01_sl1000_mr15_nv20_7,17,0,11,21,0,7,22,6,6,23,5,5,23,2,5
SIR01_sl1000_mr15_nv20_8,33,1,15,38,1,10,37,11,11,37,6,11,39,1,9
SIR01_sl1000_mr15_nv20_9,16,1,10,19,3,7,18,9,8,19,4,7,17,3,9
SIR01_sl1000_mr15_nv5_1,13,1,15,15,5,13,17,11,11,19,7,9,16,5,12
SIR01_sl1000_mr15_nv5_10,8,0,3,8,0,3,8,3,3,8,3,3,8,0,3
SIR01_sl1000_mr15_nv5_11,2,0,7,3,1,6,6,3,3,6,3,3,6,3,3
SIR01_sl1000_mr15_nv5_12,12,2,11,10,7,13,11,12,12,12,7,11,13,1,10
SIR01_sl1000_mr15_nv5_13,9,2,7,9,2,7,13,3,3,13,3,3,13,3,3
SIR01_sl1000_mr15_nv5_14,10,2,12,15,3,7,16,7,6,16,6,6,15,3,7
SIR01_sl1000_mr15_nv5_15,24,1,21,33,7,12,32,13,13,34,10,11,33,7,12
SIR01_sl1000_mr15_nv5_16,4,3,5,2,0,7,4,5,5,4,5,5,5,1,4
SIR01_sl1000_mr15_nv5_17,5,0,3,4,0,4,7,1,1,7,1,1,7,1,1
SIR01_sl1000_mr15_nv5_18,4,0,5,5,2,4,6,3,3,6,3,3,7,2,2
SIR01_sl1000_mr15_nv5_19,7,0,14,13,4,8,14,7,7,12,8,9,13,4,8
SIR01_sl1000_mr15_nv5_2,13,2,22,22,6,13,23,12,12,21,14,14,21,5,14
SIR01_sl1000_mr15_nv5_20,6,1,11,11,2,6,12,5,5,12,5,5,13,3,4
SIR01_sl1000_mr15_nv5_3,1,1,8,3,2,6,4,5,5,4,3,5,5,4,4
SIR01_sl1000_mr15_nv5_4,7,0,18,13,2,12,8,17,17,12,10,13,14,1,11
SIR01_sl1000_mr15_nv5_5,3,0,8,4,3,7,8,3,3,7,4,4,4,2,7
SIR01_sl1000_mr15_nv5_6,11,0,12,11,2,12,12,11,11,14,7,9,13,2,10
SIR01_sl1000_mr15_nv5_7,4,0,4,3,0,5,3,5,5,4,3,4,3,0,5
SIR01_sl1000_mr15_nv5_8,2,0,6,2,3,6,3,5,5,3,5,5,3,0,5
SIR01_sl1000_mr15_nv5_9,19,1,28,28,7,19,29,18,18,28,14,19,27,6,20
SIR01_sl1000_mr3_nv10_1,16,1,14,21,7,9,26,5,4,25,5,5,21,6,9
SIR01_sl1000_mr3_nv10_10,6,0,3,7,1,2,9,0,0,7,2,2,8,1,1
SIR01_sl1000_mr3_nv10_11,25,1,32,37,6,20,39,18,18,40,13,17,38,4,19
SIR01_sl1000_mr3_nv10_12,19,4,15,23,3,11,22,13,12,23,9,11,25,4,9
SIR01_sl1000_mr3_nv10_13,20,1,16,25,4,11,23,13,13,25,8,11,25,1,11
SIR01_sl1000_mr3_nv10_14,18,2,10,23,0,5,23,6,5,24,4,4,28,0,0
SIR01_sl1000_mr3_nv10_15,2,1,7,4,0,5,5,4,4,3,5,6,5,3,4
SIR01_sl1000_mr3_nv10_16,20,1,12,24,2,8,26,6,6,24,4,8,25,2,7
SIR01_sl1000_mr3_nv10_17,6,1,4,6,1,4,8,2,2,8,2,2,6,2,4
SIR01_sl1000_mr3_nv10_18,14,0,10,18,2,6,19,5,5,19,4,5,18,2,6
SIR01_sl1000_mr3_nv10_19,13,0,17,13,12,17,15,16,15,14,15,16,13,3,17
SIR01_sl1000_mr3_nv10_2,5,0,4,7,2,2,7,2,2,7,2,2,7,2,2
SIR01_sl1000_mr3_nv10_20,5,0,7,8,3,4,10,2,2,9,3,3,8,4,4
SIR01_sl1000_mr3_nv10_3,11,2,9,16,3,4,14,6,6,14,6,6,16,2,4
SIR01_sl1000_mr3_nv10_4,5,0,7,5,0,7,11,1,1,11,1,1,9,1,3
SIR01_sl1000_mr3_nv10_5,15,1,13,18,5,10,21,7,7,20,6,8,17,3,11
SIR01_sl1000_mr3_nv10_6,25,3,29,27,19,27,30,24,24,30,23,24,32,10,22
SIR01_sl1000_mr3_nv10_7,10,0,13,13,5,10,15,8,8,16,6,7,14,4,9
SIR01_sl1000_mr3_nv10_8,6,0,4,6,0,4,7,3,3,6,0,4,7,0,3
SIR01_sl1000_mr3_nv10_9,15,0,14,18,2,11,18,11,11,18,5,11,18,3,11
SIR01_sl250_mr15_nv10_1,8,5,9,7,0,10,10,9,7,10,6,7,9,0,8
SIR01_sl250_mr15_nv10_10,28,17,28,24,2,32,30,34,26,31,30,25,31,4,25
SIR01_sl250_mr15_nv10_11,11,5,13,11,1,13,12,14,12,12,14,12,13,6,11
SIR01_sl250_mr15_nv10_12,8,6,11,12,2,7,13,11,6,12,11,7,15,2,4
SIR01_sl250_mr15_nv10_13,4,2,9,7,0,6,7,9,6,6,7,7,9,3,4
SIR01_sl250_mr15_nv10_14,6,5,9,6,1,9,7,12,8,7,13,8,12,2,3
SIR01_sl250_mr15_nv10_15,2,1,6,2,0,6,4,6,4,3,1,5,5,1,3
SIR01_sl250_mr15_nv10_16,11,5,12,13,0,10,15,11,8,14,12,9,16,0,7
SIR01_sl250_mr15_nv10_17,7,1,0,3,0,4,6,1,1,6,1,1,6,0,1
SIR01_sl250_mr15_nv10_18,8,8,12,7,3,13,13,13,7,13,13,7,11,6,9
SIR01_sl250_mr15_nv10_19,4,1,3,4,0,3,6,2,1,6,2,1,5,2,2
SIR01_sl250_mr15_nv10_2,6,5,3,4,0,5,6,5,3,6,5,3,6,1,3
SIR01_sl250_mr15_nv10_20,3,2,4,2,0,5,4,5,3,4,4,3,5,1,2
SIR01_sl250_mr15_nv10_3,9,2,5,5,0,9,10,7,4,10,6,4,9,2,5
SIR01_sl250_mr15_nv10_4,6,5,6,4,2,8,7,6,5,6,7,6,6,3,6
SIR01_sl250_mr15_nv10_5,5,2,4,5,0,4,8,2,1,8,2,1,7,1,2
SIR01_sl250_mr15_nv10_6,15,13,28,13,1,30,22,28,21,22,25,21,22,5,21
SIR01_sl250_mr15_nv10_7,20,5,21,14,3,27,29,18,12,27,16,14,22,4,19
SIR01_sl250_mr15_nv10_8,2,1,7,4,1,5,5,4,4,6,3,3,5,1,4
SIR01_sl250_mr15_nv10_9,4,3,6,3,0,7,4,10,6,4,6,6,4,0,6
SIR01_sl500_mr15_nv10_1,2,0,3,2,0,3,2,3,3,3,2,2,3,0,2
SIR01_sl500_mr15_nv10_10,4,3,9,6,2,7,7,6,6,7,6,6,6,3,7
SIR01_sl500_mr15_nv10_11,7,2,10,11,0,6,11,7,6,9,6,8,13,2,4
SIR01_sl500_mr15_nv10_12,3,2,3,1,0,5,4,4,2,4,4,2,1,0,5
SIR01_sl500_mr15_nv10_13,2,2,5,4,1,3,5,2,2,5,2,2,5,2,2
SIR01_sl500_mr15_nv10_14,19,4,20,22,6,17,24,15,15,22,13,17,22,6,17
SIR01_sl500_mr15_nv10_15,14,5,16,17,4,13,18,15,12,18,13,12,19,5,11
SIR01_sl500_mr15_nv10_16,6,0,4,7,0,3,8,2,2,8,2,2,8,2,2
SIR01_sl500_mr15_nv10_17,9,3,4,8,0,5,9,4,4,10,4,3,10,1,3
SIR01_sl500_mr15_nv10_18,12,4,13,14,3,11,15,10,10,16,9,9,14,3,11
SIR01_sl500_mr15_nv10_19,15,1,12,18,2,9,21,7,6,19,8,8,19,2,8
