unique.split,parent.split,host,parent.host
4-SPLIT1,unassigned_region-SPLIT1,4,unassigned_region
90-SPLIT1,4-SPLIT1,90,4
28-SPLIT1,4-SPLIT1,28,4
90-SPLIT2,4-SPLIT1,90,4
92-SPLIT1,4-SPLIT1,92,4
16-SPLIT1,unassigned_region-SPLIT2,16,unassigned_region
90-SPLIT3,unassigned_region-SPLIT2,90,unassigned_region
13-SPLIT1,4-SPLIT1,13,4
90-SPLIT4,4-SPLIT1,90,4
92-SPLIT2,90-SPLIT4,92,90
13-SPLIT2,90-SPLIT4,13,90
25,90-SPLIT4,25,90
28-SPLIT2,unassigned_region-SPLIT3,28,unassigned_region
92-SPLIT3,unassigned_region-SPLIT3,92,unassigned_region
28-SPLIT3,4-SPLIT1,28,4
4-SPLIT3,unassigned_region-SPLIT1,4,unassigned_region
89-SPLIT1,unassigned_region-SPLIT4,89,unassigned_region
13-SPLIT3,unassigned_region-SPLIT4,13,unassigned_region
89-SPLIT2,unassigned_region-SPLIT5,89,unassigned_region
89-SPLIT3,90-SPLIT5,89,90
90-SPLIT5,unassigned_region-SPLIT5,90,unassigned_region
13-SPLIT4,90-SPLIT5,13,90
4-SPLIT2,90-SPLIT5,4,90
92-SPLIT4,4-SPLIT3,92,4
90-SPLIT6,4-SPLIT3,90,4
89-SPLIT4,4-SPLIT3,89,4
92-SPLIT5,unassigned_region-SPLIT6,92,unassigned_region
13-SPLIT5,unassigned_region-SPLIT6,13,unassigned_region
6,4-SPLIT3,6,4
28-SPLIT4,4-SPLIT3,28,4
16-SPLIT2,4-SPLIT3,16,4
90-SPLIT7,4-SPLIT3,90,4
90-SPLIT8,unassigned_region-SPLIT1,90,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,4-SPLIT1,unassigned_region,4
unassigned_region-SPLIT3,90-SPLIT4,unassigned_region,90
unassigned_region-SPLIT4,4-SPLIT3,unassigned_region,4
unassigned_region-SPLIT5,4-SPLIT3,unassigned_region,4
unassigned_region-SPLIT6,4-SPLIT3,unassigned_region,4
