unique.split,parent.split,host,parent.host
124-SPLIT1,unassigned_region-SPLIT1,124,unassigned_region
123,124-SPLIT1,123,124
124-SPLIT5,unassigned_region-SPLIT1,124,unassigned_region
121-SPLIT1,124-SPLIT5,121,124
124-SPLIT2,121-SPLIT2,124,121
121-SPLIT2,124-SPLIT5,121,124
124-SPLIT3,121-SPLIT2,124,121
124-SPLIT4,121-SPLIT2,124,121
122,121-SPLIT2,122,121
unassigned_region-SPLIT1,root,unassigned_region,root
