dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR01_sl1000_mr15_nv10_20,0.667,0.667,0.667,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv10_3,0.93,0.678,0.784,0.922,0.797,0.855,0.922,0.797,0.855,0.738,0.763,0.75,0.882,0.763,0.818,0.922,0.797,0.855
SIR01_sl1000_mr15_nv10_5,1,0.6,0.75,1,0.7,0.824,1,0.7,0.824,0.9,0.9,0.9,1,0.8,0.889,1,0.7,0.824
SIR01_sl1000_mr15_nv10_6,0.667,0.286,0.4,1,0.714,0.833,1,0.714,0.833,1,1,1,1,1,1,1,0.714,0.833
SIR01_sl1000_mr15_nv10_7,0.964,0.54,0.692,0.919,0.68,0.782,0.895,0.68,0.773,0.68,0.68,0.68,0.842,0.64,0.727,0.944,0.68,0.791
SIR01_sl1000_mr15_nv10_8,1,0.6,0.75,0.75,0.3,0.429,0.75,0.3,0.429,0.7,0.7,0.7,1,0.6,0.75,0.889,0.8,0.842
SIR01_sl1000_mr15_nv10_9,1,0.286,0.444,0.8,0.571,0.667,0.8,0.571,0.667,0.714,0.714,0.714,0.667,0.667,0.667,0.7,0.667,0.683
SIR01_sl1000_mr15_nv20_1,0.889,0.5,0.64,0.862,0.781,0.82,0.862,0.781,0.82,0.719,0.719,0.719,0.917,0.688,0.786,0.88,0.688,0.772
SIR01_sl1000_mr15_nv20_10,1,0.615,0.762,0.8,0.615,0.696,0.8,0.615,0.696,0.769,0.769,0.769,0.769,0.769,0.769,1,0.692,0.818
SIR01_sl1000_mr15_nv20_11,0.936,0.746,0.83,0.887,0.797,0.839,0.873,0.814,0.842,0.817,0.831,0.824,0.873,0.814,0.842,0.9,0.763,0.826
SIR01_sl1000_mr15_nv20_12,1,0.467,0.636,0.875,0.467,0.609,0.889,0.533,0.667,0.6,0.6,0.6,0.9,0.6,0.72,1,0.533,0.696
SIR01_sl1000_mr15_nv20_13,1,0.667,0.8,1,0.667,0.8,1,0.667,0.8,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SIR01_sl1000_mr15_nv20_14,0.5,0.4,0.444,0.5,0.4,0.444,0.5,0.4,0.444,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.444
SIR01_sl1000_mr15_nv20_15,0.667,0.286,0.4,0.875,0.5,0.636,0.875,0.5,0.636,0.429,0.429,0.429,0.455,0.357,0.4,0.875,0.5,0.636
SIR01_sl1000_mr15_nv20_16,1,0.81,0.895,0.933,0.667,0.778,0.938,0.714,0.811,0.905,0.905,0.905,0.947,0.857,0.9,0.941,0.762,0.842
SIR01_sl1000_mr15_nv20_17,1,0.571,0.727,0.9,0.643,0.75,0.9,0.643,0.75,0.714,0.714,0.714,0.714,0.714,0.714,0.9,0.643,0.75
SIR01_sl1000_mr15_nv20_18,1,0.833,0.909,0.958,0.767,0.852,0.96,0.8,0.873,0.933,0.933,0.933,0.963,0.867,0.912,0.962,0.833,0.893
SIR01_sl1000_mr15_nv20_19,0.951,0.765,0.848,0.976,0.784,0.87,0.976,0.784,0.87,0.843,0.843,0.843,0.956,0.843,0.896,0.955,0.824,0.884
SIR01_sl1000_mr15_nv20_2,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,0.6,0.6,0.6,0.8,0.4,0.533,0.833,0.5,0.625
SIR01_sl1000_mr15_nv20_20,1,0.643,0.783,0.917,0.786,0.846,0.917,0.786,0.846,0.786,0.786,0.786,0.786,0.786,0.786,0.923,0.857,0.889
SIR01_sl1000_mr15_nv20_3,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,0.8,0.8,0.8,1,0.4,0.571,1,0.4,0.571
SIR01_sl1000_mr15_nv20_4,0.973,0.522,0.679,0.82,0.725,0.769,0.823,0.739,0.779,0.754,0.754,0.754,0.862,0.725,0.787,0.922,0.681,0.783
SIR01_sl1000_mr15_nv20_5,1,0.5,0.667,0.75,0.6,0.667,0.75,0.6,0.667,0.7,0.7,0.7,0.7,0.7,0.7,0.875,0.7,0.778
SIR01_sl1000_mr15_nv20_6,1,0.625,0.769,1,0.75,0.857,1,0.75,0.857,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_7,1,0.607,0.756,1,0.75,0.857,1,0.75,0.857,0.786,0.786,0.786,0.808,0.75,0.778,1,0.75,0.857
SIR01_sl1000_mr15_nv20_8,0.971,0.688,0.805,0.974,0.792,0.874,0.974,0.792,0.874,0.771,0.771,0.771,0.9,0.75,0.818,0.974,0.792,0.874
SIR01_sl1000_mr15_nv20_9,0.941,0.615,0.744,0.864,0.731,0.792,0.864,0.731,0.792,0.667,0.692,0.679,0.895,0.654,0.756,0.842,0.615,0.711
SIR01_sl1000_mr15_nv5_1,0.929,0.464,0.619,0.75,0.536,0.625,0.762,0.571,0.653,0.607,0.607,0.607,0.773,0.607,0.68,0.938,0.536,0.682
SIR01_sl1000_mr15_nv5_10,1,0.727,0.842,1,0.727,0.842,1,0.727,0.842,0.727,0.727,0.727,1,0.727,0.842,1,0.727,0.842
SIR01_sl1000_mr15_nv5_11,1,0.222,0.364,0.75,0.333,0.462,0.75,0.333,0.462,0.667,0.667,0.667,0.714,0.556,0.625,0.75,0.667,0.706
SIR01_sl1000_mr15_nv5_12,0.857,0.522,0.649,0.588,0.435,0.5,0.579,0.478,0.524,0.478,0.478,0.478,0.611,0.478,0.537,0.917,0.478,0.629
SIR01_sl1000_mr15_nv5_13,0.818,0.562,0.667,0.818,0.562,0.667,0.833,0.625,0.714,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
SIR01_sl1000_mr15_nv5_14,0.833,0.455,0.588,0.833,0.682,0.75,0.833,0.682,0.75,0.696,0.727,0.711,0.75,0.545,0.632,0.833,0.682,0.75
SIR01_sl1000_mr15_nv5_15,0.96,0.533,0.686,0.825,0.733,0.776,0.825,0.733,0.776,0.711,0.711,0.711,0.744,0.644,0.69,0.865,0.711,0.78
SIR01_sl1000_mr15_nv5_16,0.571,0.444,0.5,1,0.222,0.364,0.667,0.222,0.333,0.444,0.444,0.444,0.75,0.333,0.462,1,0.444,0.615
SIR01_sl1000_mr15_nv5_17,1,0.625,0.769,1,0.5,0.667,1,0.625,0.769,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_18,1,0.444,0.615,0.714,0.556,0.625,0.714,0.556,0.625,0.667,0.667,0.667,1,0.667,0.8,0.875,0.778,0.824
SIR01_sl1000_mr15_nv5_19,1,0.333,0.5,0.765,0.619,0.684,0.765,0.619,0.684,0.667,0.667,0.667,0.647,0.524,0.579,0.857,0.571,0.686
SIR01_sl1000_mr15_nv5_2,0.867,0.371,0.52,0.786,0.629,0.698,0.793,0.657,0.719,0.657,0.657,0.657,0.741,0.571,0.645,0.95,0.543,0.691
SIR01_sl1000_mr15_nv5_20,0.857,0.353,0.5,0.846,0.647,0.733,0.846,0.647,0.733,0.706,0.706,0.706,0.833,0.588,0.69,0.857,0.706,0.774
SIR01_sl1000_mr15_nv5_3,0.5,0.111,0.182,0.6,0.333,0.429,0.6,0.333,0.429,0.444,0.444,0.444,0.667,0.444,0.533,0.5,0.444,0.471
SIR01_sl1000_mr15_nv5_4,1,0.28,0.438,0.867,0.52,0.65,0.867,0.52,0.65,0.32,0.32,0.32,0.647,0.44,0.524,0.933,0.56,0.7
SIR01_sl1000_mr15_nv5_5,1,0.273,0.429,0.571,0.364,0.444,0.571,0.364,0.444,0.727,0.727,0.727,0.636,0.636,0.636,0.8,0.364,0.5
SIR01_sl1000_mr15_nv5_6,1,0.478,0.647,0.846,0.478,0.611,0.846,0.478,0.611,0.522,0.522,0.522,0.846,0.478,0.611,0.917,0.478,0.629
SIR01_sl1000_mr15_nv5_7,1,0.5,0.667,1,0.375,0.545,0.75,0.375,0.5,0.375,0.375,0.375,1,0.375,0.545,1,0.375,0.545
SIR01_sl1000_mr15_nv5_8,1,0.25,0.4,0.4,0.25,0.308,0.4,0.25,0.308,0.375,0.375,0.375,0.6,0.375,0.462,1,0.375,0.545
SIR01_sl1000_mr15_nv5_9,0.95,0.404,0.567,0.8,0.596,0.683,0.8,0.596,0.683,0.617,0.617,0.617,0.806,0.532,0.641,0.867,0.553,0.675
SIR01_sl1000_mr3_nv10_1,0.941,0.533,0.681,0.75,0.7,0.724,0.75,0.7,0.724,0.839,0.867,0.852,0.84,0.7,0.764,0.8,0.667,0.727
SIR01_sl1000_mr3_nv10_10,1,0.667,0.8,0.875,0.778,0.824,0.875,0.778,0.824,1,1,1,1,0.778,0.875,0.875,0.778,0.824
SIR01_sl1000_mr3_nv10_11,0.962,0.439,0.602,0.86,0.649,0.74,0.864,0.667,0.752,0.684,0.684,0.684,0.947,0.632,0.758,0.95,0.667,0.784
SIR01_sl1000_mr3_nv10_12,0.826,0.559,0.667,0.885,0.676,0.767,0.889,0.706,0.787,0.629,0.647,0.638,0.786,0.647,0.71,0.893,0.735,0.806
SIR01_sl1000_mr3_nv10_13,0.952,0.556,0.702,0.862,0.694,0.769,0.862,0.694,0.769,0.639,0.639,0.639,0.778,0.583,0.667,0.96,0.667,0.787
SIR01_sl1000_mr3_nv10_14,0.9,0.643,0.75,1,0.821,0.902,1,0.857,0.923,0.793,0.821,0.807,0.889,0.857,0.873,1,0.964,0.982
SIR01_sl1000_mr3_nv10_15,0.667,0.222,0.333,1,0.444,0.615,1,0.444,0.615,0.556,0.556,0.556,0.75,0.333,0.462,0.8,0.444,0.571
SIR01_sl1000_mr3_nv10_16,0.952,0.625,0.755,0.923,0.75,0.828,0.926,0.781,0.847,0.812,0.812,0.812,0.885,0.719,0.793,0.923,0.75,0.828
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.857,0.6,0.706,0.857,0.6,0.706,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.6,0.667
SIR01_sl1000_mr3_nv10_18,1,0.583,0.737,0.9,0.75,0.818,0.9,0.75,0.818,0.792,0.792,0.792,0.818,0.75,0.783,1,0.708,0.829
SIR01_sl1000_mr3_nv10_19,1,0.433,0.605,0.52,0.433,0.473,0.52,0.433,0.473,0.484,0.5,0.492,0.765,0.433,0.553,0.923,0.4,0.558
SIR01_sl1000_mr3_nv10_2,1,0.556,0.714,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,1,0.417,0.588,0.727,0.667,0.696,0.727,0.667,0.696,0.833,0.833,0.833,0.8,0.667,0.727,0.7,0.583,0.636
SIR01_sl1000_mr3_nv10_3,0.846,0.55,0.667,0.842,0.8,0.821,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.882,0.75,0.811
SIR01_sl1000_mr3_nv10_4,1,0.417,0.588,1,0.417,0.588,1,0.417,0.588,0.917,0.917,0.917,0.9,0.75,0.818,0.889,0.667,0.762
SIR01_sl1000_mr3_nv10_5,0.938,0.536,0.682,0.783,0.643,0.706,0.792,0.679,0.731,0.75,0.75,0.75,0.8,0.714,0.755,0.842,0.571,0.681
SIR01_sl1000_mr3_nv10_6,0.893,0.463,0.61,0.587,0.5,0.54,0.58,0.537,0.558,0.556,0.556,0.556,0.698,0.556,0.619,0.848,0.519,0.644
SIR01_sl1000_mr3_nv10_7,1,0.435,0.606,0.722,0.565,0.634,0.722,0.565,0.634,0.652,0.652,0.652,0.727,0.696,0.711,0.923,0.522,0.667
SIR01_sl1000_mr3_nv10_8,1,0.6,0.75,1,0.6,0.75,1,0.6,0.75,0.7,0.7,0.7,1,0.6,0.75,1,0.6,0.75
SIR01_sl1000_mr3_nv10_9,1,0.517,0.682,0.9,0.621,0.735,0.9,0.621,0.735,0.621,0.621,0.621,0.941,0.552,0.696,0.947,0.621,0.75
sl1000 AVG,0.939666667,0.514427083,0.652104167,0.844666667,0.607895833,0.697270833,0.836145833,0.618791667,0.702729167,0.7100625,0.713802083,0.711885417,0.81896875,0.663625,0.725052083,0.889958333,0.66371875,0.74990625
SIR01_sl250_mr15_nv10_1,0.615,0.471,0.533,1,0.412,0.583,0.9,0.529,0.667,0.526,0.588,0.556,0.692,0.529,0.6,1,0.529,0.692
SIR01_sl250_mr15_nv10_10,0.622,0.5,0.554,0.923,0.429,0.585,0.829,0.607,0.701,0.469,0.536,0.5,0.577,0.536,0.556,0.935,0.518,0.667
SIR01_sl250_mr15_nv10_11,0.688,0.458,0.55,0.917,0.458,0.611,0.875,0.583,0.7,0.462,0.5,0.48,0.522,0.5,0.511,0.722,0.542,0.619
SIR01_sl250_mr15_nv10_12,0.571,0.421,0.485,0.857,0.632,0.727,0.8,0.632,0.706,0.542,0.684,0.605,0.579,0.579,0.579,0.857,0.632,0.727
SIR01_sl250_mr15_nv10_13,0.667,0.308,0.421,1,0.538,0.7,0.75,0.692,0.72,0.438,0.538,0.483,0.5,0.462,0.48,0.818,0.692,0.75
SIR01_sl250_mr15_nv10_14,0.545,0.4,0.462,0.857,0.4,0.545,0.8,0.533,0.64,0.368,0.467,0.412,0.389,0.467,0.424,0.917,0.733,0.815
SIR01_sl250_mr15_nv10_15,0.667,0.25,0.364,1,0.25,0.4,1,0.5,0.667,0.4,0.5,0.444,0.667,0.25,0.364,1,0.5,0.667
SIR01_sl250_mr15_nv10_16,0.688,0.478,0.564,1,0.565,0.722,0.882,0.652,0.75,0.577,0.652,0.612,0.52,0.565,0.542,1,0.609,0.757
SIR01_sl250_mr15_nv10_17,0.875,1,0.933,1,0.429,0.6,1,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,1,0.857,0.923
SIR01_sl250_mr15_nv10_18,0.5,0.4,0.444,0.7,0.35,0.467,0.714,0.5,0.588,0.5,0.65,0.565,0.545,0.6,0.571,0.75,0.45,0.563
SIR01_sl250_mr15_nv10_19,0.8,0.571,0.667,1,0.571,0.727,1,0.714,0.833,0.75,0.857,0.8,0.75,0.857,0.8,0.833,0.714,0.769
SIR01_sl250_mr15_nv10_2,0.545,0.667,0.6,1,0.444,0.615,0.833,0.556,0.667,0.545,0.667,0.6,0.667,0.667,0.667,0.857,0.667,0.75
SIR01_sl250_mr15_nv10_20,0.6,0.429,0.5,1,0.286,0.444,1,0.571,0.727,0.444,0.571,0.5,0.429,0.429,0.429,1,0.429,0.6
SIR01_sl250_mr15_nv10_3,0.818,0.643,0.72,1,0.357,0.526,0.75,0.429,0.545,0.588,0.714,0.645,0.714,0.714,0.714,1,0.571,0.727
SIR01_sl250_mr15_nv10_4,0.545,0.5,0.522,0.667,0.333,0.444,0.667,0.333,0.444,0.538,0.583,0.56,0.5,0.5,0.5,0.667,0.5,0.571
SIR01_sl250_mr15_nv10_5,0.714,0.556,0.625,1,0.556,0.714,1,0.667,0.8,0.8,0.889,0.842,0.8,0.889,0.842,0.857,0.667,0.75
SIR01_sl250_mr15_nv10_6,0.536,0.349,0.423,0.929,0.302,0.456,0.769,0.465,0.58,0.44,0.512,0.473,0.5,0.395,0.442,0.952,0.465,0.625
SIR01_sl250_mr15_nv10_7,0.8,0.488,0.606,0.824,0.341,0.483,0.8,0.488,0.606,0.617,0.707,0.659,0.706,0.585,0.64,0.875,0.512,0.646
SIR01_sl250_mr15_nv10_8,0.667,0.222,0.333,0.8,0.444,0.571,0.8,0.444,0.571,0.556,0.556,0.556,0.667,0.444,0.533,1,0.556,0.714
SIR01_sl250_mr15_nv10_9,0.571,0.4,0.471,1,0.3,0.462,0.8,0.4,0.533,0.286,0.4,0.333,0.5,0.4,0.444,1,0.4,0.571
sl250 AVG,0.6517,0.47555,0.53885,0.9237,0.41985,0.5691,0.84845,0.55045,0.6639,0.53515,0.6214,0.5741,0.60405,0.56125,0.57475,0.902,0.57715,0.69515
SIR01_sl500_mr15_nv10_1,1,0.4,0.571,1,0.4,0.571,1,0.6,0.75,0.4,0.4,0.4,1,0.4,0.571,1,0.6,0.75
SIR01_sl500_mr15_nv10_10,0.571,0.308,0.4,0.75,0.462,0.571,0.667,0.462,0.545,0.538,0.538,0.538,0.538,0.538,0.538,0.75,0.462,0.571
SIR01_sl500_mr15_nv10_11,0.778,0.412,0.538,1,0.647,0.786,1,0.647,0.786,0.611,0.647,0.629,0.75,0.529,0.621,0.846,0.647,0.733
SIR01_sl500_mr15_nv10_12,0.6,0.5,0.545,1,0.167,0.286,1,0.167,0.286,0.5,0.667,0.571,0.6,0.5,0.545,1,0.167,0.286
SIR01_sl500_mr15_nv10_13,0.5,0.286,0.364,0.8,0.571,0.667,0.8,0.571,0.667,0.714,0.714,0.714,0.667,0.571,0.615,0.8,0.571,0.667
SIR01_sl500_mr15_nv10_14,0.826,0.487,0.613,0.786,0.564,0.657,0.767,0.59,0.667,0.615,0.615,0.615,0.677,0.538,0.6,0.913,0.538,0.677
SIR01_sl500_mr15_nv10_15,0.737,0.467,0.571,0.81,0.567,0.667,0.792,0.633,0.704,0.545,0.6,0.571,0.581,0.6,0.59,0.826,0.633,0.717
SIR01_sl500_mr15_nv10_16,1,0.6,0.75,1,0.7,0.824,0.875,0.7,0.778,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
SIR01_sl500_mr15_nv10_17,0.75,0.692,0.72,1,0.615,0.762,0.75,0.692,0.72,0.692,0.692,0.692,0.75,0.692,0.72,1,0.769,0.87
SIR01_sl500_mr15_nv10_18,0.75,0.48,0.585,0.824,0.56,0.667,0.824,0.56,0.667,0.6,0.6,0.6,0.737,0.56,0.636,0.824,0.56,0.667
SIR01_sl500_mr15_nv10_19,0.938,0.556,0.698,0.9,0.667,0.766,0.9,0.667,0.766,0.75,0.778,0.764,0.75,0.667,0.706,0.95,0.704,0.809
SIR01_sl500_mr15_nv10_2,0.812,0.619,0.703,0.933,0.667,0.778,0.941,0.762,0.842,0.682,0.714,0.698,0.714,0.714,0.714,0.9,0.857,0.878
SIR01_sl500_mr15_nv10_20,0.867,0.52,0.65,1,0.64,0.78,1,0.68,0.81,0.692,0.72,0.706,0.9,0.72,0.8,1,0.72,0.837
SIR01_sl500_mr15_nv10_3,0.833,0.526,0.645,0.875,0.737,0.8,0.882,0.789,0.833,0.75,0.789,0.769,0.75,0.789,0.769,0.933,0.737,0.824
SIR01_sl500_mr15_nv10_4,0.933,0.571,0.709,0.816,0.633,0.713,0.825,0.673,0.742,0.714,0.714,0.714,0.892,0.673,0.767,0.882,0.612,0.723
SIR01_sl500_mr15_nv10_5,0.897,0.5,0.642,0.919,0.654,0.764,0.932,0.788,0.854,0.636,0.673,0.654,0.825,0.635,0.717,0.951,0.75,0.839
SIR01_sl500_mr15_nv10_6,0.96,0.828,0.889,1,0.655,0.792,1,0.759,0.863,0.903,0.966,0.933,0.933,0.966,0.949,1,0.759,0.863
SIR01_sl500_mr15_nv10_7,0.667,0.571,0.615,1,0.571,0.727,1,0.571,0.727,0.75,0.857,0.8,0.75,0.857,0.8,1,0.714,0.833
SIR01_sl500_mr15_nv10_8,0.75,0.375,0.5,1,0.5,0.667,1,0.5,0.667,0.444,0.5,0.471,0.5,0.375,0.429,1,0.5,0.667
SIR01_sl500_mr15_nv10_9,0.806,0.439,0.568,0.929,0.684,0.788,0.933,0.737,0.824,0.59,0.632,0.61,0.733,0.579,0.647,0.977,0.737,0.84
sl500 AVG,0.79875,0.50685,0.6138,0.9171,0.58305,0.70165,0.8944,0.6274,0.7249,0.6463,0.6808,0.66245,0.74235,0.63515,0.6767,0.9176,0.64185,0.74255
AVG,0.876595588,0.507595588,0.629816176,0.866941176,0.576588235,0.679066176,0.846522059,0.610007353,0.700279412,0.674963235,0.695360294,0.684352941,0.776095588,0.644382353,0.695838235,0.895794118,0.647772059,0.740772059
